LL,AI,CT06-T|AI,2020-02-29 05:39:50,Y,N,LL,2020-02-29 11:40:00
LL,AI,CT11-T|AI,2020-02-29 05:39:40,Y,N,LL,2020-02-29 11:40:00
LL,AI,CT12-T|AI,2020-02-29 05:39:50,Y,N,LL,2020-02-29 11:40:00
LL,AI,FT02-T|AI,2020-02-29 05:39:40,Y,N,LL,2020-02-29 11:40:00
LL,AI,FT03-T|AI,2020-02-29 05:39:50,Y,N,LL,2020-02-29 11:40:00
LL,AI,FT08-T|AI,2020-02-29 05:39:40,Y,N,LL,2020-02-29 11:40:00
LL,AI,FT09-T|AI,2020-02-29 05:39:50,Y,N,LL,2020-02-29 11:40:00
LL,AI,GT05-T|AI,2020-02-29 05:39:40,Y,N,LL,2020-02-29 11:40:00
LL,AI,GT06-T|AI,2020-02-29 05:39:50,Y,N,LL,2020-02-29 11:40:00
LL,AI,GT11-T|AI,2020-02-29 05:39:40,Y,N,LL,2020-02-29 11:40:00
LL,AI,GT12-T|AI,2020-02-29 05:39:50,Y,N,LL,2020-02-29 11:40:00
LL,AI,JT02-T|AI,2020-02-29 05:39:40,Y,N,LL,2020-02-29 11:40:00
LL,AI,JT03-T|AI,2020-02-29 05:39:50,Y,N,LL,2020-02-29 11:40:00
LL,AI,JT08-T|AI,2020-02-29 05:39:40,Y,N,LL,2020-02-29 11:40:00
LL,AI,JT09-T|AI,2020-02-29 05:39:50,Y,N,LL,2020-02-29 11:40:00
LL,AI,LT04-T|AI,2020-02-29 05:39:40,Y,N,LL,2020-02-29 11:40:00
LL,AI,NT01-T|AI,2020-02-29 05:39:50,Y,N,LL,2020-02-29 11:40:00
LL,AI,RT03-T|AI,2020-02-29 05:39:40,Y,N,LL,2020-02-29 11:40:01
LL,AI,AT01-T|AI,2020-02-29 05:40:30,Y,N,LL,2020-02-29 11:41:00
LL,AI,CT04-T|AI,2020-02-29 05:40:30,Y,N,LL,2020-02-29 11:41:00
LL,AI,CT10-T|AI,2020-02-29 05:40:30,Y,N,LL,2020-02-29 11:41:00
LL,AI,FT01-T|AI,2020-02-29 05:40:30,Y,N,LL,2020-02-29 11:41:00
LL,AI,FT07-T|AI,2020-02-29 05:40:30,Y,N,LL,2020-02-29 11:41:00
LL,AI,GT04-T|AI,2020-02-29 05:40:30,Y,N,LL,2020-02-29 11:41:00
LL,AI,GT10-T|AI,2020-02-29 05:40:30,Y,N,LL,2020-02-29 11:41:00
LL,AI,JT01-T|AI,2020-02-29 05:40:30,Y,N,LL,2020-02-29 11:41:00
LL,AI,JT07-T|AI,2020-02-29 05:40:30,Y,N,LL,2020-02-29 11:41:00
LL,AI,LT03-T|AI,2020-02-29 05:40:30,Y,N,LL,2020-02-29 11:41:00
LL,AI,RT02-T|AI,2020-02-29 05:40:30,Y,N,LL,2020-02-29 11:41:00
LL,AI,LT03-L|AI,2020-03-06 21:25:30,Y,N,LL,2020-03-07 03:26:02
LL,AI,LT04-L|AI,2020-03-06 21:30:40,Y,N,LL,2020-03-07 03:31:00
LL,AI,XSINE|AI,2020-03-21 18:00:00,Y,N,LL,2020-03-21 23:01:01
LL,AI,X-SINE|AI,2020-03-22 06:00:00,Y,N,LL,2020-03-22 11:01:01
LL,AI,XSINE|AI,2020-03-22 18:00:00,Y,N,LL,2020-03-22 23:01:00
LL,AI,X-SINE|AI,2020-03-23 06:00:01,Y,N,LL,2020-03-23 11:01:01
LL,AI,XSINE|AI,2020-03-23 18:00:01,Y,N,LL,2020-03-23 23:01:04
LL,AI,X-SINE|AI,2020-03-24 06:00:01,Y,N,LL,2020-03-24 11:01:01
LL,AI,X-SINE|AI,2020-03-27 06:00:00,Y,N,LL,2020-03-27 11:01:00
LL,AI,XSINE|AI,2020-03-27 18:00:00,Y,N,LL,2020-03-27 23:01:01
LL,AI,X-SINE|AI,2020-03-28 06:00:01,Y,N,LL,2020-03-28 11:01:01
LL,AI,XSINE|AI,2020-03-28 18:00:00,Y,N,LL,2020-03-28 23:01:00
LO,AI,DCT-0000|AI,2020-02-19 00:53:00,Y,N,LO,2020-02-19 07:21:03
LO,AI,DCT-0000|AI,2020-02-19 05:53:00,Y,N,LO,2020-02-19 12:21:02
LO,AI,AT01-L|AI,2020-02-19 17:13:17,Y,N,LO,2020-02-19 23:14:04
LO,AI,AT02-L|AI,2020-02-19 17:13:17,Y,N,LO,2020-02-19 23:14:11
LO,AI,AT03-L|AI,2020-02-19 17:13:17,Y,N,LO,2020-02-19 23:14:12
LO,AI,AT04-L|AI,2020-02-19 17:13:17,Y,N,LO,2020-02-19 23:14:12
LO,AI,GT01-L|AI,2020-02-19 17:13:17,Y,N,LO,2020-02-19 23:14:18
LO,AI,GT02-L|AI,2020-02-19 17:13:17,Y,N,LO,2020-02-19 23:14:18
LO,AI,GT03-L|AI,2020-02-19 17:13:17,Y,N,LO,2020-02-19 23:14:18
LO,AI,GT04-L|AI,2020-02-19 17:13:17,Y,N,LO,2020-02-19 23:14:18
LO,AI,NT04-L|AI,2020-02-19 17:13:17,Y,N,LO,2020-02-19 23:14:20
LO,AI,LT01-L|AI,2020-02-19 23:15:10,Y,N,LO,2020-02-19 23:16:03
LO,AI,LT02-L|AI,2020-02-19 23:15:09,Y,N,LO,2020-02-19 23:16:03
LO,AI,DCT-0000|AI,2020-02-19 18:53:00,Y,N,LO,2020-02-20 01:21:00
LO,AI,LT03-L|AI,2020-02-20 06:02:01,Y,N,LO,2020-02-20 06:03:00
LO,AI,LT04-L|AI,2020-02-20 06:02:01,Y,N,LO,2020-02-20 06:03:01
LO,AI,AT01-T|AI,2020-02-20 15:17:01,Y,N,LO,2020-02-20 21:18:01
LO,AI,AT02-T|AI,2020-02-20 15:23:00,Y,N,LO,2020-02-20 21:24:00
LO,AI,AT03-T|AI,2020-02-20 15:25:01,Y,N,LO,2020-02-20 21:26:00
LO,AI,AT04-T|AI,2020-02-20 15:25:01,Y,N,LO,2020-02-20 21:26:00
LO,AI,CT01-T|AI,2020-02-20 15:47:00,Y,N,LO,2020-02-20 21:48:01
LO,AI,CT02-T|AI,2020-02-20 15:47:00,Y,N,LO,2020-02-20 21:48:01
LO,AI,CT03-T|AI,2020-02-20 15:55:00,Y,N,LO,2020-02-20 21:55:00
LO,AI,CT04-T|AI,2020-02-20 15:58:00,Y,N,LO,2020-02-20 21:59:00
LO,AI,CT05-T|AI,2020-02-20 16:00:35,Y,N,LO,2020-02-20 22:01:01
LO,AI,CT06-T|AI,2020-02-20 16:00:35,Y,N,LO,2020-02-20 22:01:01
LO,AI,CT07-T|AI,2020-02-20 16:03:01,Y,N,LO,2020-02-20 22:04:00
LO,AI,CT08-T|AI,2020-02-20 16:05:00,Y,N,LO,2020-02-20 22:06:00
LO,AI,CT09-T|AI,2020-02-20 16:08:00,Y,N,LO,2020-02-20 22:09:00
LO,AI,CT10-T|AI,2020-02-20 16:11:00,Y,N,LO,2020-02-20 22:12:00
LO,AI,CT11-T|AI,2020-02-20 16:11:00,Y,N,LO,2020-02-20 22:12:00
LO,AI,CT12-T|AI,2020-02-20 16:13:00,Y,N,LO,2020-02-20 22:14:00
LO,AI,FT01-T|AI,2020-02-20 16:19:00,Y,N,LO,2020-02-20 22:19:00
LO,AI,FT02-T|AI,2020-02-20 16:20:26,Y,N,LO,2020-02-20 22:21:00
LO,AI,FT03-T|AI,2020-02-20 16:21:01,Y,N,LO,2020-02-20 22:22:00
LO,AI,FT04-T|AI,2020-02-20 16:26:01,Y,N,LO,2020-02-20 22:27:00
LO,AI,FT05-T|AI,2020-02-20 16:27:00,Y,N,LO,2020-02-20 22:28:00
LO,AI,FT06-T|AI,2020-02-20 16:27:00,Y,N,LO,2020-02-20 22:28:00
LO,AI,FT07-T|AI,2020-02-20 16:31:00,Y,N,LO,2020-02-20 22:32:00
LO,AI,FT08-T|AI,2020-02-20 16:35:00,Y,N,LO,2020-02-20 22:36:00
LO,AI,FT09-T|AI,2020-02-20 16:37:00,Y,N,LO,2020-02-20 22:38:01
LO,AI,FT10-T|AI,2020-02-20 16:39:00,Y,N,LO,2020-02-20 22:40:00
LO,AI,FT11-T|AI,2020-02-20 16:41:00,Y,N,LO,2020-02-20 22:42:00
LO,AI,GT01-T|AI,2020-02-20 17:07:00,Y,N,LO,2020-02-20 23:08:01
LO,AI,GT02-T|AI,2020-02-20 17:13:00,Y,N,LO,2020-02-20 23:14:00
LO,AI,GT03-T|AI,2020-02-20 17:16:00,Y,N,LO,2020-02-20 23:17:00
LO,AI,GT04-T|AI,2020-02-20 17:19:00,Y,N,LO,2020-02-20 23:20:00
LO,AI,GT05-T|AI,2020-02-20 17:24:01,Y,N,LO,2020-02-20 23:25:02
LO,AI,GT06-T|AI,2020-02-20 17:24:01,Y,N,LO,2020-02-20 23:25:02
LO,AI,GT07-T|AI,2020-02-20 17:25:05,Y,N,LO,2020-02-20 23:26:00
LO,AI,GT08-T|AI,2020-02-20 17:29:00,Y,N,LO,2020-02-20 23:30:00
LO,AI,GT09-T|AI,2020-02-20 17:30:00,Y,N,LO,2020-02-20 23:31:00
LO,AI,GT10-T|AI,2020-02-20 17:32:00,Y,N,LO,2020-02-20 23:33:00
LO,AI,GT11-T|AI,2020-02-20 17:33:00,Y,N,LO,2020-02-20 23:34:00
LO,AI,GT12-T|AI,2020-02-20 17:34:00,Y,N,LO,2020-02-20 23:35:00
LO,AI,GT13-T|AI,2020-02-20 17:38:00,Y,N,LO,2020-02-20 23:38:01
LO,AI,GT14-T|AI,2020-02-20 17:45:00,Y,N,LO,2020-02-20 23:46:01
LO,AI,GT15-T|AI,2020-02-20 17:48:00,Y,N,LO,2020-02-20 23:49:00
LO,AI,JT01-T|AI,2020-02-20 17:49:00,Y,N,LO,2020-02-20 23:50:00
LO,AI,JT02-T|AI,2020-02-20 17:50:00,Y,N,LO,2020-02-20 23:51:00
LO,AI,JT03-T|AI,2020-02-20 17:53:00,Y,N,LO,2020-02-20 23:54:00
LO,AI,JT04-T|AI,2020-02-20 17:58:00,Y,N,LO,2020-02-20 23:59:00
LO,AI,LT01-T|AI,2020-02-20 18:01:00,Y,N,LO,2020-02-21 00:02:00
LO,AI,JT05-T|AI,2020-02-20 18:02:00,Y,N,LO,2020-02-21 00:03:00
LO,AI,LT02-T|AI,2020-02-20 18:02:00,Y,N,LO,2020-02-21 00:03:00
LO,AI,JT06-T|AI,2020-02-20 18:03:00,Y,N,LO,2020-02-21 00:04:00
LO,AI,JT07-T|AI,2020-02-20 18:04:00,Y,N,LO,2020-02-21 00:05:00
LO,AI,JT08-T|AI,2020-02-20 18:06:00,Y,N,LO,2020-02-21 00:07:00
LO,AI,JT09-T|AI,2020-02-20 18:06:00,Y,N,LO,2020-02-21 00:07:00
LO,AI,LT03-T|AI,2020-02-20 18:07:00,Y,N,LO,2020-02-21 00:08:00
LO,AI,LT04-T|AI,2020-02-20 18:11:00,Y,N,LO,2020-02-21 00:12:00
LO,AI,JT10-T|AI,2020-02-20 18:13:00,Y,N,LO,2020-02-21 00:13:00
LO,AI,JT11-T|AI,2020-02-20 18:23:01,Y,N,LO,2020-02-21 00:24:01
LO,AI,JT12-T|AI,2020-02-20 18:27:01,Y,N,LO,2020-02-21 00:28:00
LO,AI,NT01-T|AI,2020-02-20 18:36:00,Y,N,LO,2020-02-21 00:37:01
LO,AI,NT02-T|AI,2020-02-20 18:38:01,Y,N,LO,2020-02-21 00:39:00
LO,AI,NT03-T|AI,2020-02-20 18:39:01,Y,N,LO,2020-02-21 00:40:00
LO,AI,NT04-T|AI,2020-02-20 18:42:00,Y,N,LO,2020-02-21 00:43:00
LO,AI,RT01-T|AI,2020-02-20 18:47:07,Y,N,LO,2020-02-21 00:48:01
LO,AI,RT02-T|AI,2020-02-20 18:49:00,Y,N,LO,2020-02-21 00:50:00
LO,AI,RT03-T|AI,2020-02-20 18:56:00,Y,N,LO,2020-02-21 00:56:01
LO,AI,CTA-101|AI,NULL,Y,N,LO,2020-02-21 07:21:01
LO,AI,RT03-T|AI,2020-02-21 15:51:01,Y,N,LO,2020-02-21 21:52:01
LO,AI,NT03-T|AI,2020-02-21 15:55:00,Y,N,LO,2020-02-21 21:56:00
LO,AI,RT01-T|AI,2020-02-21 15:55:00,Y,N,LO,2020-02-21 21:56:00
LO,AI,RT02-T|AI,2020-02-21 15:55:00,Y,N,LO,2020-02-21 21:56:00
LO,AI,NT04-T|AI,2020-02-21 15:56:00,Y,N,LO,2020-02-21 21:57:00
LO,AI,NT02-T|AI,2020-02-21 15:57:00,Y,N,LO,2020-02-21 21:58:01
LO,AI,NT01-T|AI,2020-02-21 16:00:31,Y,N,LO,2020-02-21 22:01:01
LO,AI,JT12-T|AI,2020-02-21 16:06:00,Y,N,LO,2020-02-21 22:07:01
LO,AI,LT04-T|AI,2020-02-21 16:09:00,Y,N,LO,2020-02-21 22:10:01
LO,AI,JT11-T|AI,2020-02-21 16:11:00,Y,N,LO,2020-02-21 22:11:01
LO,AI,JT09-T|AI,2020-02-21 16:12:00,Y,N,LO,2020-02-21 22:13:01
LO,AI,JT10-T|AI,2020-02-21 16:12:00,Y,N,LO,2020-02-21 22:13:01
LO,AI,LT03-T|AI,2020-02-21 16:12:00,Y,N,LO,2020-02-21 22:13:01
LO,AI,JT08-T|AI,2020-02-21 16:13:00,Y,N,LO,2020-02-21 22:14:00
LO,AI,LT02-T|AI,2020-02-21 16:13:00,Y,N,LO,2020-02-21 22:14:00
LO,AI,JT07-T|AI,2020-02-21 16:14:01,Y,N,LO,2020-02-21 22:15:01
LO,AI,LT01-T|AI,2020-02-21 16:14:01,Y,N,LO,2020-02-21 22:15:01
LO,AI,JT05-T|AI,2020-02-21 16:17:00,Y,N,LO,2020-02-21 22:17:01
LO,AI,JT06-T|AI,2020-02-21 16:17:00,Y,N,LO,2020-02-21 22:17:01
LO,AI,JT04-T|AI,2020-02-21 16:18:00,Y,N,LO,2020-02-21 22:19:00
LO,AI,GT15-T|AI,2020-02-21 16:20:22,Y,N,LO,2020-02-21 22:21:00
LO,AI,JT02-T|AI,2020-02-21 16:20:22,Y,N,LO,2020-02-21 22:21:00
LO,AI,JT03-T|AI,2020-02-21 16:20:22,Y,N,LO,2020-02-21 22:21:00
LO,AI,GT14-T|AI,2020-02-21 16:22:00,Y,N,LO,2020-02-21 22:23:00
LO,AI,JT01-T|AI,2020-02-21 16:22:00,Y,N,LO,2020-02-21 22:23:00
LO,AI,GT13-T|AI,2020-02-21 16:23:01,Y,N,LO,2020-02-21 22:24:00
LO,AI,GT12-T|AI,2020-02-21 16:25:02,Y,N,LO,2020-02-21 22:26:00
LO,AI,GT11-T|AI,2020-02-21 16:26:00,Y,N,LO,2020-02-21 22:27:00
LO,AI,GT09-T|AI,2020-02-21 16:28:00,Y,N,LO,2020-02-21 22:29:01
LO,AI,GT10-T|AI,2020-02-21 16:28:00,Y,N,LO,2020-02-21 22:29:01
LO,AI,GT05-T|AI,2020-02-21 16:32:01,Y,N,LO,2020-02-21 22:33:01
LO,AI,GT06-T|AI,2020-02-21 16:32:01,Y,N,LO,2020-02-21 22:33:01
LO,AI,GT07-T|AI,2020-02-21 16:32:01,Y,N,LO,2020-02-21 22:33:01
LO,AI,GT08-T|AI,2020-02-21 16:32:01,Y,N,LO,2020-02-21 22:33:01
LO,AI,GT04-T|AI,2020-02-21 16:34:00,Y,N,LO,2020-02-21 22:35:00
LO,AI,GT02-T|AI,2020-02-21 16:35:00,Y,N,LO,2020-02-21 22:36:00
LO,AI,GT03-T|AI,2020-02-21 16:35:00,Y,N,LO,2020-02-21 22:36:00
LO,AI,GT01-T|AI,2020-02-21 16:37:00,Y,N,LO,2020-02-21 22:38:01
LO,AI,FT08-T|AI,2020-02-21 16:42:00,Y,N,LO,2020-02-21 22:43:01
LO,AI,FT09-T|AI,2020-02-21 16:42:00,Y,N,LO,2020-02-21 22:43:01
LO,AI,FT10-T|AI,2020-02-21 16:42:00,Y,N,LO,2020-02-21 22:43:01
LO,AI,FT11-T|AI,2020-02-21 16:42:00,Y,N,LO,2020-02-21 22:43:01
LO,AI,FT03-T|AI,2020-02-21 16:47:00,Y,N,LO,2020-02-21 22:47:01
LO,AI,FT07-T|AI,2020-02-21 16:47:00,Y,N,LO,2020-02-21 22:47:01
LO,AI,FT01-T|AI,2020-02-21 16:48:00,Y,N,LO,2020-02-21 22:49:00
LO,AI,FT02-T|AI,2020-02-21 16:48:00,Y,N,LO,2020-02-21 22:49:00
LO,AI,FT04-T|AI,2020-02-21 16:48:00,Y,N,LO,2020-02-21 22:49:00
LO,AI,FT05-T|AI,2020-02-21 16:48:00,Y,N,LO,2020-02-21 22:49:00
LO,AI,FT06-T|AI,2020-02-21 16:48:00,Y,N,LO,2020-02-21 22:49:00
LO,AI,CT12-T|AI,2020-02-21 16:52:00,Y,N,LO,2020-02-21 22:53:00
LO,AI,CT11-T|AI,2020-02-21 16:53:00,Y,N,LO,2020-02-21 22:54:00
LO,AI,CT09-T|AI,2020-02-21 16:54:00,Y,N,LO,2020-02-21 22:55:00
LO,AI,CT10-T|AI,2020-02-21 16:54:00,Y,N,LO,2020-02-21 22:55:00
LO,AI,CT08-T|AI,2020-02-21 16:56:00,Y,N,LO,2020-02-21 22:57:00
LO,AI,CT06-T|AI,2020-02-21 16:57:08,Y,N,LO,2020-02-21 22:58:00
LO,AI,CT07-T|AI,2020-02-21 16:57:08,Y,N,LO,2020-02-21 22:58:00
LO,AI,CT05-T|AI,2020-02-21 16:58:00,Y,N,LO,2020-02-21 22:59:00
LO,AI,CT03-T|AI,2020-02-21 16:59:00,Y,N,LO,2020-02-21 23:00:00
LO,AI,CT04-T|AI,2020-02-21 16:59:00,Y,N,LO,2020-02-21 23:00:00
LO,AI,CT01-T|AI,2020-02-21 17:00:38,Y,N,LO,2020-02-21 23:01:00
LO,AI,CT02-T|AI,2020-02-21 17:00:38,Y,N,LO,2020-02-21 23:01:00
LO,AI,AT02-T|AI,2020-02-21 17:02:01,Y,N,LO,2020-02-21 23:03:00
LO,AI,AT03-T|AI,2020-02-21 17:02:01,Y,N,LO,2020-02-21 23:03:00
LO,AI,AT04-T|AI,2020-02-21 17:02:01,Y,N,LO,2020-02-21 23:03:00
LO,AI,AT01-T|AI,2020-02-21 17:04:00,Y,N,LO,2020-02-21 23:05:00
LO,AI,CTA-101|AI,NULL,Y,N,LO,2020-02-22 05:21:01
LO,AI,AT01-T|AI,2020-02-22 14:36:00,Y,N,LO,2020-02-22 20:37:00
LO,AI,AT02-T|AI,2020-02-22 14:36:00,Y,N,LO,2020-02-22 20:37:00
LO,AI,AT03-T|AI,2020-02-22 14:36:00,Y,N,LO,2020-02-22 20:37:00
LO,AI,AT04-T|AI,2020-02-22 14:36:00,Y,N,LO,2020-02-22 20:37:00
LO,AI,CT02-T|AI,2020-02-22 14:37:17,Y,N,LO,2020-02-22 20:38:00
LO,AI,CT01-T|AI,2020-02-22 14:38:01,Y,N,LO,2020-02-22 20:39:00
LO,AI,CT03-T|AI,2020-02-22 14:38:01,Y,N,LO,2020-02-22 20:39:00
LO,AI,CT04-T|AI,2020-02-22 14:38:01,Y,N,LO,2020-02-22 20:39:00
LO,AI,CT06-T|AI,2020-02-22 14:38:01,Y,N,LO,2020-02-22 20:39:00
LO,AI,CT05-T|AI,2020-02-22 14:39:01,Y,N,LO,2020-02-22 20:40:00
LO,AI,CT07-T|AI,2020-02-22 14:39:01,Y,N,LO,2020-02-22 20:40:00
LO,AI,CT08-T|AI,2020-02-22 14:39:01,Y,N,LO,2020-02-22 20:40:00
LO,AI,CT09-T|AI,2020-02-22 14:39:01,Y,N,LO,2020-02-22 20:40:00
LO,AI,CT10-T|AI,2020-02-22 14:39:01,Y,N,LO,2020-02-22 20:40:00
LO,AI,CT11-T|AI,2020-02-22 14:39:01,Y,N,LO,2020-02-22 20:40:00
LO,AI,CT12-T|AI,2020-02-22 14:39:01,Y,N,LO,2020-02-22 20:40:00
LO,AI,FT01-T|AI,2020-02-22 14:39:01,Y,N,LO,2020-02-22 20:40:00
LO,AI,FT02-T|AI,2020-02-22 14:39:01,Y,N,LO,2020-02-22 20:40:00
LO,AI,FT03-T|AI,2020-02-22 14:39:01,Y,N,LO,2020-02-22 20:40:00
LO,AI,FT04-T|AI,2020-02-22 14:39:01,Y,N,LO,2020-02-22 20:40:00
LO,AI,FT05-T|AI,2020-02-22 14:39:01,Y,N,LO,2020-02-22 20:40:00
LO,AI,FT06-T|AI,2020-02-22 14:39:01,Y,N,LO,2020-02-22 20:40:00
LO,AI,FT07-T|AI,2020-02-22 14:39:01,Y,N,LO,2020-02-22 20:40:00
LO,AI,FT08-T|AI,2020-02-22 14:39:01,Y,N,LO,2020-02-22 20:40:00
LO,AI,FT09-T|AI,2020-02-22 14:39:01,Y,N,LO,2020-02-22 20:40:00
LO,AI,FT10-T|AI,2020-02-22 14:40:38,Y,N,LO,2020-02-22 20:41:00
LO,AI,FT11-T|AI,2020-02-22 14:42:06,Y,N,LO,2020-02-22 20:43:00
LO,AI,GT01-T|AI,2020-02-22 14:44:00,Y,N,LO,2020-02-22 20:45:00
LO,AI,GT02-T|AI,2020-02-22 14:45:16,Y,N,LO,2020-02-22 20:46:00
LO,AI,GT03-T|AI,2020-02-22 14:46:08,Y,N,LO,2020-02-22 20:47:00
LO,AI,GT04-T|AI,2020-02-22 14:46:08,Y,N,LO,2020-02-22 20:47:00
LO,AI,GT05-T|AI,2020-02-22 14:46:08,Y,N,LO,2020-02-22 20:47:00
LO,AI,GT06-T|AI,2020-02-22 14:46:08,Y,N,LO,2020-02-22 20:47:00
LO,AI,GT07-T|AI,2020-02-22 14:46:08,Y,N,LO,2020-02-22 20:47:00
LO,AI,LT02-T|AI,2020-02-22 14:46:08,Y,N,LO,2020-02-22 20:47:00
LO,AI,LT03-T|AI,2020-02-22 14:46:08,Y,N,LO,2020-02-22 20:47:00
LO,AI,NT01-T|AI,2020-02-22 14:46:08,Y,N,LO,2020-02-22 20:47:00
LO,AI,NT02-T|AI,2020-02-22 14:46:08,Y,N,LO,2020-02-22 20:47:00
LO,AI,NT03-T|AI,2020-02-22 14:46:08,Y,N,LO,2020-02-22 20:47:00
LO,AI,GT08-T|AI,2020-02-22 14:47:04,Y,N,LO,2020-02-22 20:48:00
LO,AI,GT09-T|AI,2020-02-22 14:47:04,Y,N,LO,2020-02-22 20:48:00
LO,AI,GT10-T|AI,2020-02-22 14:47:04,Y,N,LO,2020-02-22 20:48:00
LO,AI,GT11-T|AI,2020-02-22 14:47:04,Y,N,LO,2020-02-22 20:48:00
LO,AI,GT12-T|AI,2020-02-22 14:47:04,Y,N,LO,2020-02-22 20:48:00
LO,AI,GT13-T|AI,2020-02-22 14:47:04,Y,N,LO,2020-02-22 20:48:00
LO,AI,GT14-T|AI,2020-02-22 14:47:04,Y,N,LO,2020-02-22 20:48:00
LO,AI,GT15-T|AI,2020-02-22 14:47:04,Y,N,LO,2020-02-22 20:48:00
LO,AI,JT01-T|AI,2020-02-22 14:47:04,Y,N,LO,2020-02-22 20:48:00
LO,AI,JT02-T|AI,2020-02-22 14:47:04,Y,N,LO,2020-02-22 20:48:00
LO,AI,JT03-T|AI,2020-02-22 14:47:04,Y,N,LO,2020-02-22 20:48:00
LO,AI,JT04-T|AI,2020-02-22 14:47:04,Y,N,LO,2020-02-22 20:48:00
LO,AI,JT05-T|AI,2020-02-22 14:47:04,Y,N,LO,2020-02-22 20:48:00
LO,AI,LT01-T|AI,2020-02-22 14:47:04,Y,N,LO,2020-02-22 20:48:01
LO,AI,LT04-T|AI,2020-02-22 14:47:04,Y,N,LO,2020-02-22 20:48:01
LO,AI,NT04-T|AI,2020-02-22 14:47:04,Y,N,LO,2020-02-22 20:48:01
LO,AI,JT06-T|AI,2020-02-22 14:50:06,Y,N,LO,2020-02-22 20:51:00
LO,AI,JT07-T|AI,2020-02-22 14:50:06,Y,N,LO,2020-02-22 20:51:00
LO,AI,JT08-T|AI,2020-02-22 14:50:06,Y,N,LO,2020-02-22 20:51:00
LO,AI,JT09-T|AI,2020-02-22 14:50:06,Y,N,LO,2020-02-22 20:51:00
LO,AI,JT10-T|AI,2020-02-22 14:50:06,Y,N,LO,2020-02-22 20:51:00
LO,AI,JT11-T|AI,2020-02-22 14:50:06,Y,N,LO,2020-02-22 20:51:00
LO,AI,JT12-T|AI,2020-02-22 14:50:06,Y,N,LO,2020-02-22 20:51:00
LO,AI,RT01-T|AI,2020-02-22 14:51:13,Y,N,LO,2020-02-22 20:52:00
LO,AI,RT02-T|AI,2020-02-22 14:52:07,Y,N,LO,2020-02-22 20:53:00
LO,AI,RT03-T|AI,2020-02-22 14:52:07,Y,N,LO,2020-02-22 20:53:00
LO,AI,DCT-0000|AI,2020-02-22 17:53:00,Y,N,LO,2020-02-23 00:21:01
LO,AI,DCT-0000|AI,2020-02-24 19:53:00,Y,N,LO,2020-02-25 02:31:00
LO,AI,GT01-T|AI,2020-02-25 01:28:00,Y,N,LO,2020-02-25 07:29:00
LO,AI,GT07-T|AI,2020-02-25 01:28:00,Y,N,LO,2020-02-25 07:29:00
LO,AI,FT10-T|AI,2020-02-25 01:29:00,Y,N,LO,2020-02-25 07:30:00
LO,AI,FT04-T|AI,2020-02-25 01:30:00,Y,N,LO,2020-02-25 07:31:00
LO,AI,GT13-T|AI,2020-02-25 01:33:00,Y,N,LO,2020-02-25 07:34:00
LO,AI,CT07-T|AI,2020-02-25 01:34:00,Y,N,LO,2020-02-25 07:35:00
LO,AI,RT01-T|AI,2020-02-25 01:35:20,Y,N,LO,2020-02-25 07:36:00
LO,AI,RT02-T|AI,2020-02-25 01:35:33,Y,N,LO,2020-02-25 07:36:00
LO,AI,RT03-T|AI,2020-02-25 01:36:40,Y,N,LO,2020-02-25 07:37:00
LO,AI,GT08-T|AI,2020-02-25 01:37:10,Y,N,LO,2020-02-25 07:38:00
LO,AI,GT09-T|AI,2020-02-25 01:37:20,Y,N,LO,2020-02-25 07:38:00
LO,AI,GT10-T|AI,2020-02-25 01:37:30,Y,N,LO,2020-02-25 07:38:00
LO,AI,GT11-T|AI,2020-02-25 01:37:40,Y,N,LO,2020-02-25 07:38:00
LO,AI,NT01-T|AI,2020-02-25 01:37:50,Y,N,LO,2020-02-25 07:38:00
LO,AI,NT03-T|AI,2020-02-25 01:37:10,Y,N,LO,2020-02-25 07:38:00
LO,AI,NT04-T|AI,2020-02-25 01:37:20,Y,N,LO,2020-02-25 07:38:00
LO,AI,GT02-T|AI,2020-02-25 01:38:10,Y,N,LO,2020-02-25 07:39:00
LO,AI,GT03-T|AI,2020-02-25 01:38:20,Y,N,LO,2020-02-25 07:39:00
LO,AI,GT04-T|AI,2020-02-25 01:38:30,Y,N,LO,2020-02-25 07:39:00
LO,AI,GT05-T|AI,2020-02-25 01:38:40,Y,N,LO,2020-02-25 07:39:00
LO,AI,GT06-T|AI,2020-02-25 01:38:50,Y,N,LO,2020-02-25 07:39:00
LO,AI,GT12-T|AI,2020-02-25 01:38:50,Y,N,LO,2020-02-25 07:39:00
LO,AI,GT14-T|AI,2020-02-25 01:38:10,Y,N,LO,2020-02-25 07:39:00
LO,AI,GT15-T|AI,2020-02-25 01:38:20,Y,N,LO,2020-02-25 07:39:00
LO,AI,JT01-T|AI,2020-02-25 01:38:30,Y,N,LO,2020-02-25 07:39:00
LO,AI,JT03-T|AI,2020-02-25 01:38:50,Y,N,LO,2020-02-25 07:39:00
LO,AI,JT05-T|AI,2020-02-25 01:38:10,Y,N,LO,2020-02-25 07:39:00
LO,AI,JT06-T|AI,2020-02-25 01:38:20,Y,N,LO,2020-02-25 07:39:00
LO,AI,JT07-T|AI,2020-02-25 01:38:30,Y,N,LO,2020-02-25 07:39:00
LO,AI,JT08-T|AI,2020-02-25 01:38:40,Y,N,LO,2020-02-25 07:39:00
