Table,rel_tag_tag,,
ConstraintTable,ConstraintField,ConstraintEquivalence,
tag,id,name,parent_tag_id
tag,id,name,child_tag_id
Data,,,
parent_tag_id,child_tag_id,code
WT02-Vo,WT02-VoDI,OUTL
WT02-Vo,WT02-VoDO,OUTL
WT03,RT03-L,null
WT03,RT03-T,null
WT03,WT03-Vi,INL
WT03,WT03-Vo,OUTL
WT03,WT03-Pmp,OUTL
WT03-Pmp,WT03-PoDI,OUTL
WT03-Pmp,WT03-PoDO,OUTL
WT03-Vi,WT03-ViDI,INL
WT03-Vi,WT03-ViDO,INL
WT03-Vo,WT03-VoDI,OUTL
WT03-Vo,WT03-VoDO,OUTL
End
